card_type_id,name,hp,rarity,artist,supertype,convertedRetreatCost,set_name,set_series,number,type_1,subtype_1,nationalPokedexNumber,num_abilities,num_attacks,num_resistances,num_weaknesses,price_type,price_bucket,release_year
sm10-73_reverseHolofoil,Koffing,70,Common,Mizue,Pokémon,2,Unbroken Bonds,Sun & Moon,73,Psychic,Basic,109.0,0,1,0,1,reverseHolofoil,low,2019
bw3-77_normal,Deino,60,Common,Mitsuhiro Arita,Pokémon,2,Noble Victories,Black & White,77,Darkness,Basic,633.0,0,2,1,1,normal,low,2011
bw3-77_reverseHolofoil,Deino,60,Common,Mitsuhiro Arita,Pokémon,2,Noble Victories,Black & White,77,Darkness,Basic,633.0,0,2,1,1,reverseHolofoil,low,2011
sma-SV76_holofoil,Sylveon-GX,200,Rare Shiny GX,5ban Graphics,Pokémon,2,Hidden Fates Shiny Vault,Sun & Moon,SV76,Fairy,Stage 1,700.0,0,3,1,1,holofoil,high,2019
pl3-78_normal,Raticate G,70,Uncommon,Ryota Saito,Pokémon,0,Supreme Victors,Platinum,78,Colorless,Basic,20.0,0,2,0,1,normal,low,2009
pl3-78_reverseHolofoil,Raticate G,70,Uncommon,Ryota Saito,Pokémon,0,Supreme Victors,Platinum,78,Colorless,Basic,20.0,0,2,0,1,reverseHolofoil,low,2009
g1-70_normal,Revitalizer,0,Uncommon,Toyste Beach,Trainer,0,Generations,XY,70,Unknown,Item,Unknown,0,0,0,0,normal,low,2016
g1-70_reverseHolofoil,Revitalizer,0,Uncommon,Toyste Beach,Trainer,0,Generations,XY,70,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2016
base6-77_normal,Geodude,50,Common,Kagemaru Himeno,Pokémon,1,Legendary Collection,Other,77,Fighting,Basic,74.0,0,1,0,1,normal,low,2002
base6-77_reverseHolofoil,Geodude,50,Common,Kagemaru Himeno,Pokémon,1,Legendary Collection,Other,77,Fighting,Basic,74.0,0,1,0,1,reverseHolofoil,low,2002
ex4-84_normal,Team Magma Technical Machine 01,0,Uncommon,Mitsuhiro Arita,Trainer,0,Team Magma vs Team Aqua,EX,84,Unknown,Technical Machine,Unknown,0,1,0,0,normal,low,2004
ex4-84_reverseHolofoil,Team Magma Technical Machine 01,0,Uncommon,Mitsuhiro Arita,Trainer,0,Team Magma vs Team Aqua,EX,84,Unknown,Technical Machine,Unknown,0,1,0,0,reverseHolofoil,low,2004
xy4-76_normal,Sliggoo,80,Uncommon,5ban Graphics,Pokémon,3,Phantom Forces,XY,76,Dragon,Stage 1,705.0,0,2,0,1,normal,low,2014
xy4-76_reverseHolofoil,Sliggoo,80,Uncommon,5ban Graphics,Pokémon,3,Phantom Forces,XY,76,Dragon,Stage 1,705.0,0,2,0,1,reverseHolofoil,low,2014
xy9-74_holofoil,Darkrai-EX,180,Rare Holo EX,Eske Yoshinob,Pokémon,2,BREAKpoint,XY,74,Darkness,Basic,491.0,0,2,1,1,holofoil,low,2016
ex3-83_normal,Buffer Piece,0,Uncommon,Katsura Tabata,Trainer,0,Dragon,EX,83,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2003
ex3-83_reverseHolofoil,Buffer Piece,0,Uncommon,Katsura Tabata,Trainer,0,Dragon,EX,83,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2003
ex16-76_normal,Glacia's Stadium,0,Uncommon,Ryo Ueda,Trainer,0,Power Keepers,EX,76,Unknown,Stadium,Unknown,0,0,0,0,normal,low,2007
ex16-76_reverseHolofoil,Glacia's Stadium,0,Uncommon,Ryo Ueda,Trainer,0,Power Keepers,EX,76,Unknown,Stadium,Unknown,0,0,0,0,reverseHolofoil,low,2007
xy6-80_normal,Unfezant,130,Uncommon,Shigenori Negishi,Pokémon,1,Roaring Skies,XY,80,Colorless,Stage 2,521.0,0,2,1,1,normal,low,2015
xy6-80_reverseHolofoil,Unfezant,130,Uncommon,Shigenori Negishi,Pokémon,1,Roaring Skies,XY,80,Colorless,Stage 2,521.0,0,2,1,1,reverseHolofoil,low,2015
base5-81_unknown,Full Heal Energy,0,Uncommon,Keiji Kinebuchi,Energy,0,Team Rocket,Base,81,Unknown,Special,Unknown,0,0,0,0,unknown,low,2000
xy12-79_normal,Maintenance,0,Uncommon,Keiji Kinebuchi,Trainer,0,Evolutions,XY,79,Unknown,Item,Unknown,0,0,0,0,normal,low,2016
xy12-79_reverseHolofoil,Maintenance,0,Uncommon,Keiji Kinebuchi,Trainer,0,Evolutions,XY,79,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2016
sm1-80_holofoil,Umbreon-GX,200,Rare Holo GX,5ban Graphics,Pokémon,2,Sun & Moon,Sun & Moon,80,Darkness,Stage 1,197.0,0,3,1,1,holofoil,low,2017
ex12-87_holofoil,Flygon ex,150,Rare Holo EX,Ryo Ueda,Pokémon,2,Legend Maker,EX,87,Colorless,Stage 2,330.0,1,2,1,1,holofoil,high,2006
sm10-74_normal,Weezing,120,Rare,OOYAMA,Pokémon,3,Unbroken Bonds,Sun & Moon,74,Psychic,Stage 1,110.0,1,1,0,1,normal,low,2019
sm10-74_reverseHolofoil,Weezing,120,Rare,OOYAMA,Pokémon,3,Unbroken Bonds,Sun & Moon,74,Psychic,Stage 1,110.0,1,1,0,1,reverseHolofoil,low,2019
dp1-85_normal,Hoothoot,50,Common,Midori Harada,Pokémon,1,Diamond & Pearl,Diamond & Pearl,85,Colorless,Basic,163.0,0,2,1,1,normal,low,2007
dp1-85_reverseHolofoil,Hoothoot,50,Common,Midori Harada,Pokémon,1,Diamond & Pearl,Diamond & Pearl,85,Colorless,Basic,163.0,0,2,1,1,reverseHolofoil,low,2007
ecard2-58_normal,Seadra,70,Uncommon,Mitsuhiro Arita,Pokémon,1,Aquapolis,E-Card,58,Water,Stage 1,117.0,0,2,0,1,normal,low,2003
ecard2-58_reverseHolofoil,Seadra,70,Uncommon,Mitsuhiro Arita,Pokémon,1,Aquapolis,E-Card,58,Water,Stage 1,117.0,0,2,0,1,reverseHolofoil,low,2003
bw3-78_normal,Zweilous,90,Uncommon,Masakazu Fukuda,Pokémon,2,Noble Victories,Black & White,78,Darkness,Stage 1,634.0,0,2,1,1,normal,low,2011
bw3-78_reverseHolofoil,Zweilous,90,Uncommon,Masakazu Fukuda,Pokémon,2,Noble Victories,Black & White,78,Darkness,Stage 1,634.0,0,2,1,1,reverseHolofoil,low,2011
swsh2-79_holofoil,Galarian Cursola,100,Rare Holo,Kagemaru Himeno,Pokémon,2,Rebel Clash,Sword & Shield,79,Psychic,Stage 1,864.0,1,1,1,1,holofoil,low,2020
swsh2-79_reverseHolofoil,Galarian Cursola,100,Rare Holo,Kagemaru Himeno,Pokémon,2,Rebel Clash,Sword & Shield,79,Psychic,Stage 1,864.0,1,1,1,1,reverseHolofoil,low,2020
dp3-89_normal,Growlithe,70,Common,Kagemaru Himeno,Pokémon,2,Secret Wonders,Diamond & Pearl,89,Fire,Basic,58.0,0,2,0,1,normal,low,2007
dp3-89_reverseHolofoil,Growlithe,70,Common,Kagemaru Himeno,Pokémon,2,Secret Wonders,Diamond & Pearl,89,Fire,Basic,58.0,0,2,0,1,reverseHolofoil,low,2007
gym2-88_unknown,Misty's Magikarp,30,Common,Ken Sugimori,Pokémon,1,Gym Challenge,Gym,88,Water,Basic,129.0,0,2,0,1,unknown,low,2000
col1-84_normal,Research Record,0,Uncommon,Hideaki Hakozaki,Trainer,0,Call of Legends,HeartGold & SoulSilver,84,Unknown,Item,Unknown,0,0,0,0,normal,low,2011
col1-84_reverseHolofoil,Research Record,0,Uncommon,Hideaki Hakozaki,Trainer,0,Call of Legends,HeartGold & SoulSilver,84,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2011
xy11-86_holofoil,Hydreigon,150,Rare Holo,Hideki Ishikawa,Pokémon,3,Steam Siege,XY,86,Dragon,Stage 2,635.0,0,2,0,1,holofoil,low,2016
xy11-86_reverseHolofoil,Hydreigon,150,Rare Holo,Hideki Ishikawa,Pokémon,3,Steam Siege,XY,86,Dragon,Stage 2,635.0,0,2,0,1,reverseHolofoil,low,2016
sm12-84_normal,Dusclops,90,Uncommon,Suwama Chiaki,Pokémon,3,Cosmic Eclipse,Sun & Moon,84,Psychic,Stage 1,356.0,0,1,1,1,normal,low,2019
sm12-84_reverseHolofoil,Dusclops,90,Uncommon,Suwama Chiaki,Pokémon,3,Cosmic Eclipse,Sun & Moon,84,Psychic,Stage 1,356.0,0,1,1,1,reverseHolofoil,low,2019
xyp-XY76_holofoil,Zekrom,120,Promo,Naoki Saito,Pokémon,2,XY Black Star Promos,XY,XY76,Lightning,Basic,644.0,0,2,1,1,holofoil,low,2013
bw7-85_holofoil,Crustle,100,Rare Holo,Mitsuhiro Arita,Pokémon,3,Boundaries Crossed,Black & White,85,Fighting,Stage 1,558.0,1,1,0,1,holofoil,low,2012
bw7-85_reverseHolofoil,Crustle,100,Rare Holo,Mitsuhiro Arita,Pokémon,3,Boundaries Crossed,Black & White,85,Fighting,Stage 1,558.0,1,1,0,1,reverseHolofoil,low,2012
sm35-73_holofoil,Pokémon Breeder,0,Rare Ultra,Sanosuke Sakuma,Trainer,0,Shining Legends,Sun & Moon,73,Unknown,Supporter,Unknown,0,0,0,0,holofoil,low,2017
bw11-87_normal,Spiritomb,80,Uncommon,Mitsuhiro Arita,Pokémon,1,Legendary Treasures,Black & White,87,Darkness,Basic,442.0,1,1,0,0,normal,low,2013
bw11-87_reverseHolofoil,Spiritomb,80,Uncommon,Mitsuhiro Arita,Pokémon,1,Legendary Treasures,Black & White,87,Darkness,Basic,442.0,1,1,0,0,reverseHolofoil,low,2013
hgss3-82_holofoil,Houndoom,110,Rare Prime,Hideaki Hakozaki,Pokémon,1,HS—Undaunted,HeartGold & SoulSilver,82,Darkness,Stage 1,229.0,1,1,1,1,holofoil,low,2010
bw4-87_normal,Exp. Share,0,Uncommon,Ryo Ueda,Trainer,0,Next Destinies,Black & White,87,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2012
bw4-87_reverseHolofoil,Exp. Share,0,Uncommon,Ryo Ueda,Trainer,0,Next Destinies,Black & White,87,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2012
xy5-86_holofoil,Primal Groudon-EX,240,Rare Holo EX,5ban Graphics,Pokémon,4,Primal Clash,XY,86,Fighting,MEGA,383.0,0,1,0,1,holofoil,low,2015
neo1-77_unknown,Sudowoodo,60,Common,Ken Sugimori,Pokémon,3,Neo Genesis,Neo,77,Fighting,Basic,185.0,0,2,0,1,unknown,low,2000
ex3-84_normal,Energy Recycle System,0,Uncommon,Zu-Ka,Trainer,0,Dragon,EX,84,Unknown,Item,Unknown,0,0,0,0,normal,low,2003
ex3-84_reverseHolofoil,Energy Recycle System,0,Uncommon,Zu-Ka,Trainer,0,Dragon,EX,84,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2003
ex5-76_normal,Surskit,50,Common,Toshinao Aoki,Pokémon,1,Hidden Legends,EX,76,Grass,Basic,283.0,0,1,0,1,normal,low,2004
ex5-76_reverseHolofoil,Surskit,50,Common,Toshinao Aoki,Pokémon,1,Hidden Legends,EX,76,Grass,Basic,283.0,0,1,0,1,reverseHolofoil,low,2004
neo4-84_unknown,Swinub,50,Common,Kagemaru Himeno,Pokémon,1,Neo Destiny,Neo,84,Water,Basic,220.0,0,1,1,1,unknown,low,2002
sm11-79_holofoil,Jirachi-GX,160,Rare Holo GX,5ban Graphics,Pokémon,1,Unified Minds,Sun & Moon,79,Psychic,Basic,385.0,1,2,0,1,holofoil,low,2019
bw6-82_normal,Probopass,110,Rare,match,Pokémon,4,Dragons Exalted,Black & White,82,Metal,Stage 1,476.0,0,2,1,1,normal,low,2012
bw6-82_reverseHolofoil,Probopass,110,Rare,match,Pokémon,4,Dragons Exalted,Black & White,82,Metal,Stage 1,476.0,0,2,1,1,reverseHolofoil,low,2012
sma-SV77_holofoil,Altaria-GX,200,Rare Shiny GX,5ban Graphics,Pokémon,1,Hidden Fates Shiny Vault,Sun & Moon,SV77,Dragon,Stage 1,334.0,0,3,0,1,holofoil,low,2019
bw10-91_normal,Plasma Energy,0,Uncommon,5ban Graphics,Energy,0,Plasma Blast,Black & White,91,Unknown,Special,Unknown,0,0,0,0,normal,low,2013
bw10-91_reverseHolofoil,Plasma Energy,0,Uncommon,5ban Graphics,Energy,0,Plasma Blast,Black & White,91,Unknown,Special,Unknown,0,0,0,0,reverseHolofoil,low,2013
sm3-80_holofoil,Marshadow-GX,150,Rare Holo GX,5ban Graphics,Pokémon,1,Burning Shadows,Sun & Moon,80,Fighting,Basic,802.0,1,2,0,1,holofoil,low,2017
dp6-82_normal,Unown [?],70,Uncommon,Kazuaki Aihara,Pokémon,1,Legends Awakened,Diamond & Pearl,82,Psychic,Basic,201.0,1,1,0,1,normal,low,2008
dp6-82_reverseHolofoil,Unown [?],70,Uncommon,Kazuaki Aihara,Pokémon,1,Legends Awakened,Diamond & Pearl,82,Psychic,Basic,201.0,1,1,0,1,reverseHolofoil,low,2008
xy7-85_holofoil,M Sceptile-EX,220,Rare Ultra,5ban Graphics,Pokémon,2,Ancient Origins,XY,85,Grass,MEGA,254.0,0,1,0,1,holofoil,low,2015
base6-78_normal,Grimer,50,Common,Mitsuhiro Arita,Pokémon,1,Legendary Collection,Other,78,Grass,Basic,88.0,0,2,0,1,normal,low,2002
base6-78_reverseHolofoil,Grimer,50,Common,Mitsuhiro Arita,Pokémon,1,Legendary Collection,Other,78,Grass,Basic,88.0,0,2,0,1,reverseHolofoil,low,2002
bw5-77_holofoil,Klinklang,140,Rare Holo,Hajime Kusajima,Pokémon,4,Dark Explorers,Black & White,77,Metal,Stage 2,601.0,0,2,1,1,holofoil,low,2012
bw5-77_reverseHolofoil,Klinklang,140,Rare Holo,Hajime Kusajima,Pokémon,4,Dark Explorers,Black & White,77,Metal,Stage 2,601.0,0,2,1,1,reverseHolofoil,low,2012
pl2-81_normal,Snorlax,100,Common,Kouki Saitou,Pokémon,4,Rising Rivals,Platinum,81,Colorless,Basic,143.0,1,2,0,1,normal,low,2009
pl2-81_reverseHolofoil,Snorlax,100,Common,Kouki Saitou,Pokémon,4,Rising Rivals,Platinum,81,Colorless,Basic,143.0,1,2,0,1,reverseHolofoil,low,2009
xy8-79_holofoil,Marowak BREAK,140,Rare BREAK,5ban Graphics,Pokémon,0,BREAKthrough,XY,79,Fighting,BREAK,105.0,0,1,0,0,holofoil,low,2015
ex1-73_normal,Torchic,40,Common,Ken Sugimori,Pokémon,1,Ruby & Sapphire,EX,73,Fire,Basic,255.0,0,2,0,1,normal,low,2003
ex1-73_reverseHolofoil,Torchic,40,Common,Ken Sugimori,Pokémon,1,Ruby & Sapphire,EX,73,Fire,Basic,255.0,0,2,0,1,reverseHolofoil,low,2003
sm9-86_normal,Poochyena,70,Common,Ken Sugimori,Pokémon,1,Team Up,Sun & Moon,86,Darkness,Basic,261.0,0,2,1,1,normal,low,2019
sm9-86_reverseHolofoil,Poochyena,70,Common,Ken Sugimori,Pokémon,1,Team Up,Sun & Moon,86,Darkness,Basic,261.0,0,2,1,1,reverseHolofoil,low,2019
ex10-83_normal,Energy Root,0,Uncommon,Ryo Ueda,Trainer,0,Unseen Forces,EX,83,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2005
ex10-83_reverseHolofoil,Energy Root,0,Uncommon,Ryo Ueda,Trainer,0,Unseen Forces,EX,83,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2005
xy1-85_normal,Aegislash,140,Rare,5ban Graphics,Pokémon,3,XY,XY,85,Metal,Stage 2,681.0,1,1,1,1,normal,low,2014
xy1-85_reverseHolofoil,Aegislash,140,Rare,5ban Graphics,Pokémon,3,XY,XY,85,Metal,Stage 2,681.0,1,1,1,1,reverseHolofoil,low,2014
pl1-84_normal,Nosepass,60,Common,Mitsuhiro Arita,Pokémon,1,Platinum,Platinum,84,Fighting,Basic,299.0,0,2,0,1,normal,low,2009
pl1-84_reverseHolofoil,Nosepass,60,Common,Mitsuhiro Arita,Pokémon,1,Platinum,Platinum,84,Fighting,Basic,299.0,0,2,0,1,reverseHolofoil,low,2009
sm5-83_holofoil,Magnezone,150,Rare Holo,Yoshinobu Saito,Pokémon,2,Ultra Prism,Sun & Moon,83,Metal,Stage 2,462.0,1,1,1,1,holofoil,low,2018
sm5-83_reverseHolofoil,Magnezone,150,Rare Holo,Yoshinobu Saito,Pokémon,2,Ultra Prism,Sun & Moon,83,Metal,Stage 2,462.0,1,1,1,1,reverseHolofoil,low,2018
dp2-77_normal,Chikorita,50,Common,Kagemaru Himeno,Pokémon,1,Mysterious Treasures,Diamond & Pearl,77,Grass,Basic,152.0,0,2,1,1,normal,low,2007
dp2-77_reverseHolofoil,Chikorita,50,Common,Kagemaru Himeno,Pokémon,1,Mysterious Treasures,Diamond & Pearl,77,Grass,Basic,152.0,0,2,1,1,reverseHolofoil,low,2007
pl4-85_normal,Department Store Girl,0,Uncommon,Kanako Eo,Trainer,0,Arceus,Platinum,85,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2009
pl4-85_reverseHolofoil,Department Store Girl,0,Uncommon,Kanako Eo,Trainer,0,Arceus,Platinum,85,Unknown,Supporter,Unknown,0,0,0,0,reverseHolofoil,low,2009
xy10-80_normal,Whismur,60,Common,Kouki Saitou,Pokémon,2,Fates Collide,XY,80,Colorless,Basic,293.0,0,2,0,1,normal,low,2016
xy10-80_reverseHolofoil,Whismur,60,Common,Kouki Saitou,Pokémon,2,Fates Collide,XY,80,Colorless,Basic,293.0,0,2,0,1,reverseHolofoil,low,2016
bw1-81_normal,Lillipup,60,Common,sui,Pokémon,1,Black & White,Black & White,81,Colorless,Basic,506.0,0,2,0,1,normal,low,2011
bw1-81_reverseHolofoil,Lillipup,60,Common,sui,Pokémon,1,Black & White,Black & White,81,Colorless,Basic,506.0,0,2,0,1,reverseHolofoil,low,2011
xy4-77_holofoil,Goodra,140,Rare Holo,5ban Graphics,Pokémon,3,Phantom Forces,XY,77,Dragon,Stage 2,706.0,1,1,0,1,holofoil,low,2014
xy4-77_reverseHolofoil,Goodra,140,Rare Holo,5ban Graphics,Pokémon,3,Phantom Forces,XY,77,Dragon,Stage 2,706.0,1,1,0,1,reverseHolofoil,low,2014
sm2-80_normal,Sableye,60,Uncommon,Aya Kusube,Pokémon,1,Guardians Rising,Sun & Moon,80,Darkness,Basic,302.0,0,2,0,0,normal,low,2017
sm2-80_reverseHolofoil,Sableye,60,Uncommon,Aya Kusube,Pokémon,1,Guardians Rising,Sun & Moon,80,Darkness,Basic,302.0,0,2,0,0,reverseHolofoil,low,2017
bw9-84_holofoil,Kingdra,140,Rare Holo,Naoyo Kimura,Pokémon,1,Plasma Freeze,Black & White,84,Dragon,Stage 2,230.0,0,2,0,1,holofoil,low,2013
bw9-84_reverseHolofoil,Kingdra,140,Rare Holo,Naoyo Kimura,Pokémon,1,Plasma Freeze,Black & White,84,Dragon,Stage 2,230.0,0,2,0,1,reverseHolofoil,low,2013
hgss1-91_normal,Energy Switch,0,Uncommon,Wataru Kawahara,Trainer,0,HeartGold & SoulSilver,HeartGold & SoulSilver,91,Unknown,Item,Unknown,0,0,0,0,normal,low,2010
hgss1-91_reverseHolofoil,Energy Switch,0,Uncommon,Wataru Kawahara,Trainer,0,HeartGold & SoulSilver,HeartGold & SoulSilver,91,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2010
ecard1-76_normal,Electabuzz,60,Uncommon,Hiroaki Ito,Pokémon,2,Expedition Base Set,E-Card,76,Lightning,Basic,125.0,0,2,0,1,normal,low,2002
ecard1-76_reverseHolofoil,Electabuzz,60,Uncommon,Hiroaki Ito,Pokémon,2,Expedition Base Set,E-Card,76,Lightning,Basic,125.0,0,2,0,1,reverseHolofoil,low,2002
pl3-79_normal,Relicanth,80,Uncommon,Sumiyoshi Kizuki,Pokémon,1,Supreme Victors,Platinum,79,Fighting,Basic,369.0,0,2,0,1,normal,low,2009
pl3-79_reverseHolofoil,Relicanth,80,Uncommon,Sumiyoshi Kizuki,Pokémon,1,Supreme Victors,Platinum,79,Fighting,Basic,369.0,0,2,0,1,reverseHolofoil,low,2009
ex15-72_normal,Buffer Piece,0,Uncommon,Katsura Tabata,Trainer,0,Dragon Frontiers,EX,72,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2006
ex15-72_reverseHolofoil,Buffer Piece,0,Uncommon,Katsura Tabata,Trainer,0,Dragon Frontiers,EX,72,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2006
ex13-83_normal,Torchic,40,Common,Kagemaru Himeno,Pokémon,1,Holon Phantoms,EX,83,Fire,Basic,255.0,0,2,0,1,normal,low,2006
ex13-83_reverseHolofoil,Torchic,40,Common,Kagemaru Himeno,Pokémon,1,Holon Phantoms,EX,83,Fire,Basic,255.0,0,2,0,1,reverseHolofoil,low,2006
swsh3-78_normal,Dedenne,70,Uncommon,Shibuzoh.,Pokémon,1,Darkness Ablaze,Sword & Shield,78,Psychic,Basic,702.0,0,1,0,1,normal,low,2020
swsh3-78_reverseHolofoil,Dedenne,70,Uncommon,Shibuzoh.,Pokémon,1,Darkness Ablaze,Sword & Shield,78,Psychic,Basic,702.0,0,1,0,1,reverseHolofoil,low,2020
base1-85_normal,Pokémon Center,0,Uncommon,Keiji Kinebuchi,Trainer,0,Base,Base,85,Unknown,Unknown,Unknown,0,0,0,0,normal,low,1999
smp-SM77_holofoil,Mewtwo,120,Promo,Kouki Saitou,Pokémon,2,SM Black Star Promos,Sun & Moon,SM77,Psychic,Basic,150.0,1,1,0,1,holofoil,low,2017
ex4-85_normal,Warp Point,0,Uncommon,Keiji Kinebuchi,Trainer,0,Team Magma vs Team Aqua,EX,85,Unknown,Item,Unknown,0,0,0,0,normal,low,2004
ex4-85_reverseHolofoil,Warp Point,0,Uncommon,Keiji Kinebuchi,Trainer,0,Team Magma vs Team Aqua,EX,85,Unknown,Item,Unknown,0,0,0,0,reverseHolofoil,low,2004
swsh1-84_normal,Haunter,70,Uncommon,HYOGONOSUKE,Pokémon,1,Sword & Shield,Sword & Shield,84,Psychic,Stage 1,93.0,0,2,1,1,normal,low,2020
swsh1-84_reverseHolofoil,Haunter,70,Uncommon,HYOGONOSUKE,Pokémon,1,Sword & Shield,Sword & Shield,84,Psychic,Stage 1,93.0,0,2,1,1,reverseHolofoil,low,2020
ex8-82_normal,Wurmple,50,Common,Kagemaru Himeno,Pokémon,1,Deoxys,EX,82,Grass,Basic,265.0,0,2,0,1,normal,low,2005
ex8-82_reverseHolofoil,Wurmple,50,Common,Kagemaru Himeno,Pokémon,1,Deoxys,EX,82,Grass,Basic,265.0,0,2,0,1,reverseHolofoil,low,2005
ex11-82_normal,Sandshrew,50,Common,Tomokazu Komiya,Pokémon,1,Delta Species,EX,82,Fighting,Basic,27.0,0,2,0,1,normal,low,2005
ex11-82_reverseHolofoil,Sandshrew,50,Common,Tomokazu Komiya,Pokémon,1,Delta Species,EX,82,Fighting,Basic,27.0,0,2,0,1,reverseHolofoil,low,2005
hgss2-84_holofoil,Crobat,130,Rare Prime,Hideaki Hakozaki,Pokémon,0,HS—Unleashed,HeartGold & SoulSilver,84,Psychic,Stage 2,169.0,0,2,1,1,holofoil,low,2010
ecard3-50_normal,Diglett,40,Common,Tomokazu Komiya,Pokémon,1,Skyridge,E-Card,50,Fighting,Basic,50.0,0,1,1,1,normal,low,2003
ecard3-50_reverseHolofoil,Diglett,40,Common,Tomokazu Komiya,Pokémon,1,Skyridge,E-Card,50,Fighting,Basic,50.0,0,1,1,1,reverseHolofoil,low,2003
bwp-BW73_holofoil,Darkrai,110,Promo,5ban Graphics,Pokémon,2,BW Black Star Promos,Black & White,BW73,Darkness,Basic,491.0,0,2,1,1,holofoil,low,2011
ex2-76_normal,Seedot,40,Common,Atsuko Nishida,Pokémon,1,Sandstorm,EX,76,Grass,Basic,273.0,0,1,0,1,normal,low,2003
ex2-76_reverseHolofoil,Seedot,40,Common,Atsuko Nishida,Pokémon,1,Sandstorm,EX,76,Grass,Basic,273.0,0,1,0,1,reverseHolofoil,low,2003
xy9-75_normal,Pangoro,120,Rare,Naoki Saito,Pokémon,3,BREAKpoint,XY,75,Darkness,Stage 1,675.0,0,2,1,1,normal,low,2016
xy9-75_reverseHolofoil,Pangoro,120,Rare,Naoki Saito,Pokémon,3,BREAKpoint,XY,75,Darkness,Stage 1,675.0,0,2,1,1,reverseHolofoil,low,2016
sm8-80_normal,Pachirisu,70,Common,Yuka Morii,Pokémon,1,Lost Thunder,Sun & Moon,80,Lightning,Basic,417.0,0,1,1,1,normal,low,2018
sm8-80_reverseHolofoil,Pachirisu,70,Common,Yuka Morii,Pokémon,1,Lost Thunder,Sun & Moon,80,Lightning,Basic,417.0,0,1,1,1,reverseHolofoil,low,2018
ex14-80_normal,Memory Berry,0,Uncommon,Shizurow,Trainer,0,Crystal Guardians,EX,80,Unknown,Pokémon Tool,Unknown,0,0,0,0,normal,low,2006
ex14-80_reverseHolofoil,Memory Berry,0,Uncommon,Shizurow,Trainer,0,Crystal Guardians,EX,80,Unknown,Pokémon Tool,Unknown,0,0,0,0,reverseHolofoil,low,2006
hgss4-81_normal,Venonat,50,Common,Hideaki Hakozaki,Pokémon,1,HS—Triumphant,HeartGold & SoulSilver,81,Grass,Basic,48.0,0,2,0,1,normal,low,2010
hgss4-81_reverseHolofoil,Venonat,50,Common,Hideaki Hakozaki,Pokémon,1,HS—Triumphant,HeartGold & SoulSilver,81,Grass,Basic,48.0,0,2,0,1,reverseHolofoil,low,2010
ex6-80_normal,Slowpoke,50,Common,Yuka Morii,Pokémon,1,FireRed & LeafGreen,EX,80,Psychic,Basic,79.0,0,1,0,1,normal,low,2004
ex6-80_reverseHolofoil,Slowpoke,50,Common,Yuka Morii,Pokémon,1,FireRed & LeafGreen,EX,80,Psychic,Basic,79.0,0,1,0,1,reverseHolofoil,low,2004
base4-83_normal,Nidoran ♂,40,Common,Ken Sugimori,Pokémon,1,Base Set 2,Base,83,Grass,Basic,32.0,0,1,0,1,normal,low,2000
dp2-78_normal,Croagunk,60,Common,Ken Sugimori,Pokémon,1,Mysterious Treasures,Diamond & Pearl,78,Psychic,Basic,453.0,0,2,0,1,normal,low,2007
dp2-78_reverseHolofoil,Croagunk,60,Common,Ken Sugimori,Pokémon,1,Mysterious Treasures,Diamond & Pearl,78,Psychic,Basic,453.0,0,2,0,1,reverseHolofoil,low,2007
base5-82_unknown,Potion Energy,0,Uncommon,Keiji Kinebuchi,Energy,0,Team Rocket,Base,82,Unknown,Special,Unknown,0,0,0,0,unknown,low,2000
sm2-81_holofoil,Absol,100,Rare Holo,Anesaki Dynamic,Pokémon,1,Guardians Rising,Sun & Moon,81,Darkness,Basic,359.0,0,2,1,1,holofoil,low,2017
sm2-81_reverseHolofoil,Absol,100,Rare Holo,Anesaki Dynamic,Pokémon,1,Guardians Rising,Sun & Moon,81,Darkness,Basic,359.0,0,2,1,1,reverseHolofoil,low,2017
xy1-86_holofoil,Aegislash,140,Rare Holo,5ban Graphics,Pokémon,3,XY,XY,86,Metal,Stage 2,681.0,1,1,1,1,holofoil,low,2014
xy1-86_reverseHolofoil,Aegislash,140,Rare Holo,5ban Graphics,Pokémon,3,XY,XY,86,Metal,Stage 2,681.0,1,1,1,1,reverseHolofoil,low,2014
xy2-94_normal,Pokémon Fan Club,0,Uncommon,Yusuke Ohmura,Trainer,0,Flashfire,XY,94,Unknown,Supporter,Unknown,0,0,0,0,normal,low,2014
